Domain Code,Domain,Reporter Country Code (M49),Reporter Countries,Partner Country Code (M49),Partner Countries,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value
"TM","Detailed trade matrix","028","Antigua and Barbuda","032","Argentina","5610","Import Quantity","24212.02","Wine","2017","2017","t","32.18"
"TM","Detailed trade matrix","028","Antigua and Barbuda","032","Argentina","5610","Import Quantity","24212.02","Wine","2018","2018","t","76.06"
"TM","Detailed trade matrix","028","Antigua and Barbuda","032","Argentina","5610","Import Quantity","24212.02","Wine","2019","2019","t","24.22"
"TM","Detailed trade matrix","028","Antigua and Barbuda","032","Argentina","5610","Import Quantity","24212.02","Wine","2020","2020","t","68.43"
"TM","Detailed trade matrix","028","Antigua and Barbuda","032","Argentina","5622","Import Value","24212.02","Wine","2011","2011","1000 USD","379"
"TM","Detailed trade matrix","028","Antigua and Barbuda","032","Argentina","5622","Import Value","24212.02","Wine","2013","2013","1000 USD","334"
"TM","Detailed trade matrix","028","Antigua and Barbuda","032","Argentina","5622","Import Value","24212.02","Wine","2014","2014","1000 USD","341"
"TM","Detailed trade matrix","028","Antigua and Barbuda","032","Argentina","5622","Import Value","24212.02","Wine","2015","2015","1000 USD","283"
"TM","Detailed trade matrix","028","Antigua and Barbuda","032","Argentina","5622","Import Value","24212.02","Wine","2016","2016","1000 USD","97"
"TM","Detailed trade matrix","028","Antigua and Barbuda","032","Argentina","5622","Import Value","24212.02","Wine","2017","2017","1000 USD","93"
"TM","Detailed trade matrix","028","Antigua and Barbuda","032","Argentina","5622","Import Value","24212.02","Wine","2018","2018","1000 USD","166"
"TM","Detailed trade matrix","028","Antigua and Barbuda","032","Argentina","5622","Import Value","24212.02","Wine","2019","2019","1000 USD","32"
"TM","Detailed trade matrix","028","Antigua and Barbuda","032","Argentina","5622","Import Value","24212.02","Wine","2020","2020","1000 USD","300"
"TM","Detailed trade matrix","028","Antigua and Barbuda","076","Brazil","5610","Import Quantity","24212.02","Wine","2020","2020","t","0.66"
"TM","Detailed trade matrix","028","Antigua and Barbuda","076","Brazil","5610","Import Quantity","24212.02","Wine","2021","2021","t","0.82"
"TM","Detailed trade matrix","028","Antigua and Barbuda","076","Brazil","5622","Import Value","24212.02","Wine","2020","2020","1000 USD","2"
"TM","Detailed trade matrix","028","Antigua and Barbuda","076","Brazil","5622","Import Value","24212.02","Wine","2021","2021","1000 USD","3"
"TM","Detailed trade matrix","028","Antigua and Barbuda","152","Chile","5610","Import Quantity","24212.02","Wine","2011","2011","t","474"
"TM","Detailed trade matrix","028","Antigua and Barbuda","152","Chile","5610","Import Quantity","24212.02","Wine","2013","2013","t","329"
"TM","Detailed trade matrix","028","Antigua and Barbuda","152","Chile","5610","Import Quantity","24212.02","Wine","2014","2014","t","253.11"
"TM","Detailed trade matrix","028","Antigua and Barbuda","152","Chile","5610","Import Quantity","24212.02","Wine","2015","2015","t","212.58"
"TM","Detailed trade matrix","028","Antigua and Barbuda","152","Chile","5610","Import Quantity","24212.02","Wine","2016","2016","t","377.27"
"TM","Detailed trade matrix","028","Antigua and Barbuda","152","Chile","5610","Import Quantity","24212.02","Wine","2017","2017","t","289.07"
"TM","Detailed trade matrix","028","Antigua and Barbuda","152","Chile","5610","Import Quantity","24212.02","Wine","2018","2018","t","344.67"
"TM","Detailed trade matrix","028","Antigua and Barbuda","152","Chile","5610","Import Quantity","24212.02","Wine","2019","2019","t","268.55"
"TM","Detailed trade matrix","028","Antigua and Barbuda","152","Chile","5610","Import Quantity","24212.02","Wine","2020","2020","t","125.35"
"TM","Detailed trade matrix","028","Antigua and Barbuda","152","Chile","5610","Import Quantity","24212.02","Wine","2021","2021","t","57.25"
"TM","Detailed trade matrix","028","Antigua and Barbuda","152","Chile","5622","Import Value","24212.02","Wine","2011","2011","1000 USD","674"
"TM","Detailed trade matrix","028","Antigua and Barbuda","152","Chile","5622","Import Value","24212.02","Wine","2013","2013","1000 USD","673"
"TM","Detailed trade matrix","028","Antigua and Barbuda","152","Chile","5622","Import Value","24212.02","Wine","2014","2014","1000 USD","563"
"TM","Detailed trade matrix","028","Antigua and Barbuda","152","Chile","5622","Import Value","24212.02","Wine","2015","2015","1000 USD","518"
"TM","Detailed trade matrix","028","Antigua and Barbuda","152","Chile","5622","Import Value","24212.02","Wine","2016","2016","1000 USD","540"
"TM","Detailed trade matrix","028","Antigua and Barbuda","152","Chile","5622","Import Value","24212.02","Wine","2017","2017","1000 USD","565"
"TM","Detailed trade matrix","028","Antigua and Barbuda","152","Chile","5622","Import Value","24212.02","Wine","2018","2018","1000 USD","681"
"TM","Detailed trade matrix","028","Antigua and Barbuda","152","Chile","5622","Import Value","24212.02","Wine","2019","2019","1000 USD","513"
"TM","Detailed trade matrix","028","Antigua and Barbuda","152","Chile","5622","Import Value","24212.02","Wine","2020","2020","1000 USD","356"
"TM","Detailed trade matrix","028","Antigua and Barbuda","152","Chile","5622","Import Value","24212.02","Wine","2021","2021","1000 USD","141"
"TM","Detailed trade matrix","028","Antigua and Barbuda","328","Guyana","5610","Import Quantity","24212.02","Wine","2011","2011","t","5"
"TM","Detailed trade matrix","028","Antigua and Barbuda","328","Guyana","5610","Import Quantity","24212.02","Wine","2013","2013","t","4"
"TM","Detailed trade matrix","028","Antigua and Barbuda","328","Guyana","5610","Import Quantity","24212.02","Wine","2014","2014","t","3.6"
"TM","Detailed trade matrix","028","Antigua and Barbuda","328","Guyana","5610","Import Quantity","24212.02","Wine","2015","2015","t","5.82"
"TM","Detailed trade matrix","028","Antigua and Barbuda","328","Guyana","5610","Import Quantity","24212.02","Wine","2016","2016","t","2.71"
"TM","Detailed trade matrix","028","Antigua and Barbuda","328","Guyana","5610","Import Quantity","24212.02","Wine","2017","2017","t","0.77"
"TM","Detailed trade matrix","028","Antigua and Barbuda","328","Guyana","5610","Import Quantity","24212.02","Wine","2018","2018","t","5"
"TM","Detailed trade matrix","028","Antigua and Barbuda","328","Guyana","5610","Import Quantity","24212.02","Wine","2019","2019","t","3.25"
"TM","Detailed trade matrix","028","Antigua and Barbuda","328","Guyana","5622","Import Value","24212.02","Wine","2011","2011","1000 USD","15"
"TM","Detailed trade matrix","028","Antigua and Barbuda","328","Guyana","5622","Import Value","24212.02","Wine","2013","2013","1000 USD","8"
"TM","Detailed trade matrix","028","Antigua and Barbuda","328","Guyana","5622","Import Value","24212.02","Wine","2014","2014","1000 USD","6"
"TM","Detailed trade matrix","028","Antigua and Barbuda","328","Guyana","5622","Import Value","24212.02","Wine","2015","2015","1000 USD","4"
"TM","Detailed trade matrix","028","Antigua and Barbuda","328","Guyana","5622","Import Value","24212.02","Wine","2016","2016","1000 USD","3"
"TM","Detailed trade matrix","028","Antigua and Barbuda","328","Guyana","5622","Import Value","24212.02","Wine","2017","2017","1000 USD","6"
"TM","Detailed trade matrix","028","Antigua and Barbuda","328","Guyana","5622","Import Value","24212.02","Wine","2018","2018","1000 USD","5"
"TM","Detailed trade matrix","028","Antigua and Barbuda","328","Guyana","5622","Import Value","24212.02","Wine","2019","2019","1000 USD","12"
"TM","Detailed trade matrix","028","Antigua and Barbuda","328","Guyana","5910","Export Quantity","24212.02","Wine","2020","2020","t","0.02"
"TM","Detailed trade matrix","028","Antigua and Barbuda","328","Guyana","5922","Export Value","24212.02","Wine","2020","2020","1000 USD","0"
"TM","Detailed trade matrix","032","Argentina","032","Argentina","5610","Import Quantity","24212.02","Wine","2008","2008","t","90"
"TM","Detailed trade matrix","032","Argentina","032","Argentina","5610","Import Quantity","24212.02","Wine","2009","2009","t","117"
"TM","Detailed trade matrix","032","Argentina","032","Argentina","5610","Import Quantity","24212.02","Wine","2010","2010","t","257"
"TM","Detailed trade matrix","032","Argentina","032","Argentina","5610","Import Quantity","24212.02","Wine","2011","2011","t","373"
"TM","Detailed trade matrix","032","Argentina","032","Argentina","5610","Import Quantity","24212.02","Wine","2012","2012","t","145"
"TM","Detailed trade matrix","032","Argentina","032","Argentina","5610","Import Quantity","24212.02","Wine","2013","2013","t","232"
"TM","Detailed trade matrix","032","Argentina","032","Argentina","5622","Import Value","24212.02","Wine","2008","2008","1000 USD","226"
"TM","Detailed trade matrix","032","Argentina","032","Argentina","5622","Import Value","24212.02","Wine","2009","2009","1000 USD","267"
"TM","Detailed trade matrix","032","Argentina","032","Argentina","5622","Import Value","24212.02","Wine","2010","2010","1000 USD","893"
"TM","Detailed trade matrix","032","Argentina","032","Argentina","5622","Import Value","24212.02","Wine","2011","2011","1000 USD","1138"
"TM","Detailed trade matrix","032","Argentina","032","Argentina","5622","Import Value","24212.02","Wine","2012","2012","1000 USD","392"
"TM","Detailed trade matrix","032","Argentina","032","Argentina","5622","Import Value","24212.02","Wine","2013","2013","1000 USD","579"
"TM","Detailed trade matrix","032","Argentina","068","Bolivia (Plurinational State of)","5910","Export Quantity","24212.02","Wine","2008","2008","t","398"
"TM","Detailed trade matrix","032","Argentina","068","Bolivia (Plurinational State of)","5910","Export Quantity","24212.02","Wine","2009","2009","t","296"
"TM","Detailed trade matrix","032","Argentina","068","Bolivia (Plurinational State of)","5910","Export Quantity","24212.02","Wine","2010","2010","t","403"
"TM","Detailed trade matrix","032","Argentina","068","Bolivia (Plurinational State of)","5910","Export Quantity","24212.02","Wine","2011","2011","t","479"
"TM","Detailed trade matrix","032","Argentina","068","Bolivia (Plurinational State of)","5910","Export Quantity","24212.02","Wine","2012","2012","t","479"
"TM","Detailed trade matrix","032","Argentina","068","Bolivia (Plurinational State of)","5910","Export Quantity","24212.02","Wine","2013","2013","t","573"
"TM","Detailed trade matrix","032","Argentina","068","Bolivia (Plurinational State of)","5910","Export Quantity","24212.02","Wine","2014","2014","t","388.67"
"TM","Detailed trade matrix","032","Argentina","068","Bolivia (Plurinational State of)","5910","Export Quantity","24212.02","Wine","2015","2015","t","579.33"
"TM","Detailed trade matrix","032","Argentina","068","Bolivia (Plurinational State of)","5910","Export Quantity","24212.02","Wine","2016","2016","t","402.09"
"TM","Detailed trade matrix","032","Argentina","068","Bolivia (Plurinational State of)","5910","Export Quantity","24212.02","Wine","2017","2017","t","603.08"
"TM","Detailed trade matrix","032","Argentina","068","Bolivia (Plurinational State of)","5910","Export Quantity","24212.02","Wine","2018","2018","t","392.43"
"TM","Detailed trade matrix","032","Argentina","068","Bolivia (Plurinational State of)","5910","Export Quantity","24212.02","Wine","2019","2019","t","199.49"
"TM","Detailed trade matrix","032","Argentina","068","Bolivia (Plurinational State of)","5910","Export Quantity","24212.02","Wine","2020","2020","t","254.87"
"TM","Detailed trade matrix","032","Argentina","068","Bolivia (Plurinational State of)","5910","Export Quantity","24212.02","Wine","2021","2021","t","156.48"
"TM","Detailed trade matrix","032","Argentina","068","Bolivia (Plurinational State of)","5922","Export Value","24212.02","Wine","2008","2008","1000 USD","1245"
"TM","Detailed trade matrix","032","Argentina","068","Bolivia (Plurinational State of)","5922","Export Value","24212.02","Wine","2009","2009","1000 USD","1071"
"TM","Detailed trade matrix","032","Argentina","068","Bolivia (Plurinational State of)","5922","Export Value","24212.02","Wine","2010","2010","1000 USD","1335"
"TM","Detailed trade matrix","032","Argentina","068","Bolivia (Plurinational State of)","5922","Export Value","24212.02","Wine","2011","2011","1000 USD","1930"
"TM","Detailed trade matrix","032","Argentina","068","Bolivia (Plurinational State of)","5922","Export Value","24212.02","Wine","2012","2012","1000 USD","2098"
"TM","Detailed trade matrix","032","Argentina","068","Bolivia (Plurinational State of)","5922","Export Value","24212.02","Wine","2013","2013","1000 USD","2016"
"TM","Detailed trade matrix","032","Argentina","068","Bolivia (Plurinational State of)","5922","Export Value","24212.02","Wine","2014","2014","1000 USD","1726"
"TM","Detailed trade matrix","032","Argentina","068","Bolivia (Plurinational State of)","5922","Export Value","24212.02","Wine","2015","2015","1000 USD","2034"
"TM","Detailed trade matrix","032","Argentina","068","Bolivia (Plurinational State of)","5922","Export Value","24212.02","Wine","2016","2016","1000 USD","1543"
"TM","Detailed trade matrix","032","Argentina","068","Bolivia (Plurinational State of)","5922","Export Value","24212.02","Wine","2017","2017","1000 USD","2471"
"TM","Detailed trade matrix","032","Argentina","068","Bolivia (Plurinational State of)","5922","Export Value","24212.02","Wine","2018","2018","1000 USD","1800"
"TM","Detailed trade matrix","032","Argentina","068","Bolivia (Plurinational State of)","5922","Export Value","24212.02","Wine","2019","2019","1000 USD","847"
"TM","Detailed trade matrix","032","Argentina","068","Bolivia (Plurinational State of)","5922","Export Value","24212.02","Wine","2020","2020","1000 USD","1013"
"TM","Detailed trade matrix","032","Argentina","068","Bolivia (Plurinational State of)","5922","Export Value","24212.02","Wine","2021","2021","1000 USD","806"
"TM","Detailed trade matrix","032","Argentina","076","Brazil","5610","Import Quantity","24212.02","Wine","2008","2008","t","0"
"TM","Detailed trade matrix","032","Argentina","076","Brazil","5610","Import Quantity","24212.02","Wine","2009","2009","t","0"
